DAY,MONTH,YEAR,DAYNAME,DATE,HOUR,GENERAL_SUPPLY_KWH
21,5,2013,Tuesday,5/21/2013,11,0.245533462
8,1,2012,Sunday,1/8/2012,11,0.302796117
27,5,2012,Sunday,5/27/2012,1,0.269089905
17,6,2012,Sunday,6/17/2012,11,0.378707277
16,10,2011,Sunday,10/16/2011,15,0.237632353
9,2,2013,Saturday,2/9/2013,5,0.181745281
11,7,2013,Thursday,7/11/2013,13,0.299019973
25,9,2013,Wednesday,9/25/2013,9,0.240970950
6,3,2013,Wednesday,3/6/2013,15,0.280090552
15,10,2011,Saturday,10/15/2011,7,0.265840909
7,3,2013,Thursday,3/7/2013,7,0.269685404
25,4,2013,Thursday,4/25/2013,9,0.298281736
29,9,2012,Saturday,9/29/2012,3,0.154099131
18,6,2012,Monday,6/18/2012,3,0.197880123
22,12,2012,Saturday,12/22/2012,7,0.243764433
24,9,2013,Tuesday,9/24/2013,1,0.175056135
11,1,2012,Wednesday,1/11/2012,15,0.295433333
18,8,2012,Saturday,8/18/2012,13,0.346676790
19,6,2013,Wednesday,6/19/2013,15,0.325615096
26,11,2011,Saturday,11/26/2011,1,0.185765625
19,2,2012,Sunday,2/19/2012,5,0.185314935
22,5,2013,Wednesday,5/22/2013,3,0.175071973
8,2,2013,Friday,2/8/2013,13,0.296656050
18,2,2012,Saturday,2/18/2012,13,0.377970130
10,7,2013,Wednesday,7/10/2013,5,0.251693351
27,11,2011,Sunday,11/27/2011,9,0.262402344
19,8,2012,Sunday,8/19/2012,5,0.217978886
5,4,2012,Thursday,4/5/2012,3,0.180685460
21,6,2013,Friday,6/21/2013,15,0.316717358
21,3,2012,Wednesday,3/21/2012,11,0.260930535
7,4,2013,Sunday,4/7/2013,9,0.293228031
15,2,2013,Friday,2/15/2013,5,0.188870814
6,6,2012,Wednesday,6/6/2012,1,0.254862713
15,5,2013,Wednesday,5/15/2013,11,0.244113402
16,4,2012,Monday,4/16/2012,9,0.299371307
3,1,2013,Thursday,1/3/2013,5,0.164977342
2,8,2013,Friday,8/2/2013,13,0.254964526
21,11,2013,Thursday,11/21/2013,19,0.386642361
16,5,2013,Thursday,5/16/2013,3,0.167617090
31,8,2012,Friday,8/31/2012,7,0.364154948
18,7,2012,Wednesday,7/18/2012,3,0.198136773
4,3,2012,Sunday,3/4/2012,5,0.178408081
27,11,2012,Tuesday,11/27/2012,15,0.317074995
3,3,2012,Saturday,3/3/2012,13,0.331585613
8,4,2013,Monday,4/8/2013,1,0.169698088
17,11,2011,Thursday,11/17/2011,9,0.206789062
12,8,2013,Monday,8/12/2013,11,0.242331464
30,8,2012,Thursday,8/30/2012,15,0.208846234
22,9,2013,Sunday,9/22/2013,1,0.197480328
24,3,2013,Sunday,3/24/2013,15,0.466277127
20,6,2013,Thursday,6/20/2013,7,0.430965636
20,11,2012,Tuesday,11/20/2012,1,0.152170756
25,3,2013,Monday,3/25/2013,7,0.272875410
25,10,2011,Tuesday,10/25/2011,7,0.275525210
23,9,2013,Monday,9/23/2013,9,0.253320588
2,1,2014,Thursday,1/2/2014,21,0.429080248
26,11,2012,Monday,11/26/2012,7,0.262378818
16,11,2011,Wednesday,11/16/2011,1,0.172828125
21,11,2012,Wednesday,11/21/2012,9,0.217766648
13,10,2012,Saturday,10/13/2012,3,0.175194426
14,10,2012,Sunday,10/14/2012,11,0.291239609
4,1,2013,Friday,1/4/2013,13,0.322824048
6,2,2012,Monday,2/6/2012,15,0.302294239
20,7,2012,Friday,7/20/2012,5,0.243005689
13,2,2014,Thursday,2/13/2014,23,0.255188513
9,12,2011,Friday,12/9/2011,11,0.232697297
17,7,2012,Tuesday,7/17/2012,11,0.277745892
17,4,2012,Tuesday,4/17/2012,1,0.198758320
19,7,2012,Thursday,7/19/2012,13,0.287666938
10,10,2013,Thursday,10/10/2013,17,0.489698650
8,12,2011,Thursday,12/8/2011,3,0.158977654
22,3,2012,Thursday,3/22/2012,3,0.180589763
7,2,2012,Tuesday,2/7/2012,7,0.299004065
5,6,2012,Tuesday,6/5/2012,9,0.381136186
18,2,2014,Tuesday,2/18/2014,19,0.403691384
11,8,2013,Sunday,8/11/2013,3,0.201864174
26,10,2011,Wednesday,10/26/2011,15,0.251273109
14,2,2013,Thursday,2/14/2013,13,0.231196665
1,8,2013,Thursday,8/1/2013,5,0.232546456
6,1,2014,Monday,1/6/2014,10,0.267534760
18,10,2012,Thursday,10/18/2012,20,0.356559730
3,5,2013,Friday,5/3/2013,20,0.395413140
18,11,2013,Monday,11/18/2013,4,0.161162137
31,12,2012,Monday,12/31/2012,18,0.450921638
9,6,2012,Saturday,6/9/2012,22,0.514193840
2,2,2014,Sunday,2/2/2014,0,0.250444952
7,1,2014,Tuesday,1/7/2014,2,0.179091575
17,11,2013,Sunday,11/17/2013,12,0.333054462
9,11,2012,Friday,11/9/2012,22,0.267208815
23,10,2013,Wednesday,10/23/2013,6,0.252787762
30,10,2011,Sunday,10/30/2011,16,0.286462185
1,2,2014,Saturday,2/1/2014,8,0.277018295
5,7,2012,Thursday,7/5/2012,20,0.694067679
20,3,2013,Wednesday,3/20/2013,16,0.281162877
25,1,2012,Wednesday,1/25/2012,16,0.270758065
21,12,2011,Wednesday,12/21/2011,20,0.384874372
29,7,2013,Monday,7/29/2013,18,0.569998686
11,4,2013,Thursday,4/11/2013,22,0.303563639
17,3,2012,Saturday,3/17/2012,20,0.375036995
11,9,2013,Wednesday,9/11/2013,22,0.309770927
7,3,2012,Wednesday,3/7/2012,18,0.429531367
3,7,2013,Wednesday,7/3/2013,16,0.311477575
26,8,2012,Sunday,8/26/2012,16,0.326986237
22,10,2013,Tuesday,10/22/2013,14,0.299516143
2,3,2014,Sunday,3/2/2014,12,0.307150058
13,11,2011,Sunday,11/13/2011,22,0.260554687
31,7,2012,Tuesday,7/31/2012,18,0.734676471
1,3,2014,Saturday,3/1/2014,4,0.158811929
16,8,2013,Friday,8/16/2013,20,0.535874415
9,12,2012,Sunday,12/9/2012,16,0.342881938
26,2,2013,Tuesday,2/26/2013,18,0.437685338
28,4,2012,Saturday,4/28/2012,22,0.370673050
15,11,2012,Thursday,11/15/2012,23,0.211615401
23,7,2013,Tuesday,7/23/2013,19,0.763052153
3,2,2014,Monday,2/3/2014,9,0.239877744
24,2,2014,Monday,2/24/2014,13,0.246197870
7,11,2011,Monday,11/7/2011,23,0.204480159
7,7,2012,Saturday,7/7/2012,21,0.551228432
29,7,2012,Sunday,7/29/2012,19,0.729251958
20,8,2012,Monday,8/20/2012,17,0.408367444
13,4,2013,Saturday,4/13/2013,23,0.251983456
20,10,2013,Sunday,10/20/2013,15,0.322046427
13,1,2014,Monday,1/13/2014,3,0.180252341
13,9,2013,Friday,9/13/2013,23,0.285319052
22,4,2012,Sunday,4/22/2012,23,0.303482338
23,2,2014,Sunday,2/23/2014,5,0.164747159
19,12,2011,Monday,12/19/2011,21,0.322648718
20,2,2013,Wednesday,2/20/2013,19,0.416980872
9,3,2012,Friday,3/9/2012,19,0.415008929
15,3,2012,Thursday,3/15/2012,21,0.407162041
21,10,2013,Monday,10/21/2013,7,0.260349950
3,12,2012,Monday,12/3/2012,17,0.369890863
22,8,2013,Thursday,8/22/2013,21,0.595026018
29,12,2012,Saturday,12/29/2012,19,0.322196733
5,11,2011,Saturday,11/5/2011,17,0.313757937
31,1,2012,Tuesday,1/31/2012,17,0.430657593
12,11,2013,Tuesday,11/12/2013,5,0.187847331
12,1,2014,Sunday,1/12/2014,11,0.369312376
9,5,2013,Thursday,5/9/2013,21,0.405747868
20,10,2012,Saturday,10/20/2012,21,0.304793577
11,11,2013,Monday,11/11/2013,13,0.240770337
15,6,2012,Friday,6/15/2012,23,0.387308117
18,3,2013,Monday,3/18/2013,17,0.350819792
1,7,2013,Monday,7/1/2013,17,0.491883376
4,2,2014,Tuesday,2/4/2014,1,0.197851791
21,2,2014,Friday,2/21/2014,23,0.234984597
23,7,2012,Monday,7/23/2012,1,0.245666786
21,4,2012,Saturday,4/21/2012,13,0.315878644
1,6,2012,Friday,6/1/2012,5,0.200583284
30,12,2013,Monday,12/30/2013,17,0.338710683
28,2,2012,Tuesday,2/28/2012,1,0.223112756
19,9,2013,Thursday,9/19/2013,5,0.159995961
10,2,2014,Monday,2/10/2014,19,0.450126740
1,12,2012,Saturday,12/1/2012,3,0.217416266
26,3,2012,Monday,3/26/2012,15,0.285116755
2,6,2012,Saturday,6/2/2012,13,0.399857547
15,10,2013,Tuesday,10/15/2013,21,0.307572270
4,4,2013,Thursday,4/4/2013,13,0.232048755
17,11,2012,Saturday,11/17/2012,5,0.163130454
13,7,2012,Friday,7/13/2012,7,0.311556120
10,10,2012,Wednesday,10/10/2012,7,0.295356053
18,9,2013,Wednesday,9/18/2013,13,0.215100491
19,2,2013,Tuesday,2/19/2013,9,0.229158933
6,8,2013,Tuesday,8/6/2013,1,0.234565785
20,4,2012,Friday,4/20/2012,5,0.183656914
9,10,2012,Tuesday,10/9/2012,15,0.233382127
29,2,2012,Wednesday,2/29/2012,9,0.281217877
21,10,2011,Friday,10/21/2011,11,0.232143519
7,1,2013,Monday,1/7/2013,9,0.277247108
12,12,2011,Monday,12/12/2011,15,0.285834211
25,6,2013,Tuesday,6/25/2013,3,0.218567061
5,8,2013,Monday,8/5/2013,9,0.353961280
30,11,2012,Friday,11/30/2012,11,0.398409335
2,2,2012,Thursday,2/2/2012,3,0.164762873
12,5,2013,Sunday,5/12/2013,15,0.251702114
3,2,2012,Friday,2/3/2012,11,0.275802540
8,8,2013,Thursday,8/8/2013,7,0.399022173
3,4,2013,Wednesday,4/3/2013,5,0.184480147
21,11,2011,Monday,11/21/2011,5,0.180972656
29,3,2013,Friday,3/29/2013,11,0.301129214
7,8,2013,Wednesday,8/7/2013,15,0.238481440
18,2,2013,Monday,2/18/2013,1,0.173125566
13,12,2011,Tuesday,12/13/2011,7,0.275621053
24,6,2013,Monday,6/24/2013,11,0.346265396
25,3,2012,Sunday,3/25/2012,7,0.265459415
3,9,2012,Monday,9/3/2012,3,0.193233980
4,9,2012,Tuesday,9/4/2012,11,0.237482847
24,7,2012,Tuesday,7/24/2012,9,0.369285815
28,3,2013,Thursday,3/28/2013,3,0.181150612
26,11,2013,Tuesday,11/26/2013,23,0.204516695
16,11,2012,Friday,11/16/2012,13,0.237148930
14,7,2012,Saturday,7/14/2012,15,0.289378436
11,5,2013,Saturday,5/11/2013,7,0.237006908
22,10,2011,Saturday,10/22/2011,3,0.160166667
8,1,2013,Tuesday,1/8/2013,1,0.207817824
20,11,2011,Sunday,11/20/2011,13,0.5069375
13,12,2013,Friday,12/13/2013,8,0.245156010
25,1,2014,Saturday,1/25/2014,2,0.184513043
6,5,2012,Sunday,5/6/2012,20,0.582337347
27,5,2013,Monday,5/27/2013,22,0.450919267
31,10,2013,Thursday,10/31/2013,4,0.155293900
8,8,2012,Wednesday,8/8/2012,16,0.294510995
14,12,2013,Saturday,12/14/2013,0,0.227044522
17,1,2012,Tuesday,1/17/2012,18,0.333053571
24,1,2013,Thursday,1/24/2013,16,0.347689747
11,12,2013,Wednesday,12/11/2013,14,0.310452887
2,2,2013,Saturday,2/2/2013,16,0.322866376
5,10,2013,Saturday,10/5/2013,20,0.333905561
24,1,2014,Friday,1/24/2014,10,0.253852194
12,2,2012,Sunday,2/12/2012,16,0.371960156
27,6,2012,Wednesday,6/27/2012,22,0.550721927
7,12,2011,Wednesday,12/7/2011,20,0.365477654
9,6,2013,Sunday,6/9/2013,18,0.525503116
29,12,2011,Thursday,12/29/2011,22,0.242439024
12,12,2013,Thursday,12/12/2013,6,0.238460757
16,5,2012,Wednesday,5/16/2012,20,0.624808910
19,4,2013,Friday,4/19/2013,20,0.381681299
1,11,2012,Thursday,11/1/2012,20,0.414852498
24,9,2012,Monday,9/24/2012,22,0.314512452
19,9,2012,Wednesday,9/19/2012,18,0.417758242
24,8,2013,Saturday,8/24/2013,22,0.392291070
21,7,2013,Sunday,7/21/2013,16,0.403894065
30,10,2013,Wednesday,10/30/2013,12,0.217440924
6,10,2011,Thursday,10/6/2011,18,0
12,3,2013,Tuesday,3/12/2013,18,0.405621655
17,12,2012,Monday,12/17/2012,18,0.364392283
10,4,2012,Tuesday,4/10/2012,22,0.381414655
20,2,2014,Thursday,2/20/2014,10,0.242870848
29,11,2012,Thursday,11/29/2012,22,0.306261531
19,11,2011,Saturday,11/19/2011,16,0.373332031
10,8,2013,Saturday,8/10/2013,18,0.484318559
4,8,2013,Sunday,8/4/2013,20,0.623869339
11,7,2012,Wednesday,7/11/2012,18,0.576413264
17,9,2013,Tuesday,9/17/2013,16,0.249190665
15,12,2011,Thursday,12/15/2011,18,0.321209845
1,9,2012,Saturday,9/1/2012,22,0.478468224
31,12,2013,Tuesday,12/31/2013,12,0.291699321
24,10,2011,Monday,10/24/2011,22,0.306142857
1,1,2014,Wednesday,1/1/2014,4,0.170709847
19,2,2014,Wednesday,2/19/2014,2,0.177184949
18,4,2012,Wednesday,4/18/2012,16,0.347414301
16,2,2013,Saturday,2/16/2013,20,0.347790910
10,1,2013,Thursday,1/10/2013,20,0.352761626
17,10,2013,Thursday,10/17/2013,0,0.177824431
13,5,2013,Monday,5/13/2013,18,0.498540156
30,3,2013,Saturday,3/30/2013,22,0.254409460
16,10,2013,Wednesday,10/16/2013,8,0.233549787
8,10,2012,Monday,10/8/2012,18,0.435143832
19,11,2012,Monday,11/19/2012,16,0.284375198
8,2,2014,Saturday,2/8/2014,6,0.198127678
24,11,2013,Sunday,11/24/2013,2,0.163683120
26,2,2012,Sunday,2/26/2012,20,0.469817173
4,2,2012,Saturday,2/4/2012,22,0.301009804
3,6,2012,Sunday,6/3/2012,16,0.522416007
27,3,2012,Tuesday,3/27/2012,18,0.441473320
1,4,2013,Monday,4/1/2013,16,0.322085591
7,2,2014,Friday,2/7/2014,14,0.246199759
25,7,2012,Wednesday,7/25/2012,20,0.630554873
23,11,2013,Saturday,11/23/2013,10,0.293489411
27,6,2013,Thursday,6/27/2013,22,0.488518731
13,7,2012,Friday,7/13/2012,14,0.290817132
6,8,2013,Tuesday,8/6/2013,8,0.421805113
21,11,2011,Monday,11/21/2011,12,0.253039062
7,1,2013,Monday,1/7/2013,0,0.232206637
12,5,2013,Sunday,5/12/2013,6,0.175856862
19,2,2013,Tuesday,2/19/2013,0,0.193408012
18,9,2013,Wednesday,9/18/2013,4,0.152817509
1,12,2012,Saturday,12/1/2012,10,0.372397932
22,10,2011,Saturday,10/22/2011,10,0.308552174
22,2,2014,Saturday,2/22/2014,22,0.275157937
10,10,2012,Wednesday,10/10/2012,14,0.205062061
20,11,2011,Sunday,11/20/2011,4,0.180167969
16,11,2012,Friday,11/16/2012,4,0.155023227
21,4,2012,Saturday,4/21/2012,4,0.173962972
25,3,2012,Sunday,3/25/2012,14,0.308460745
2,6,2012,Saturday,6/2/2012,4,0.180885739
14,10,2013,Monday,10/14/2013,20,0.363907315
9,10,2012,Tuesday,10/9/2012,6,0.249958958
25,6,2013,Tuesday,6/25/2013,10,0.387836842
24,7,2012,Tuesday,7/24/2012,0,0.292414488
28,2,2012,Tuesday,2/28/2012,8,0.275714935
20,4,2012,Friday,4/20/2012,12,0.281449671
13,12,2011,Tuesday,12/13/2011,14,0.244554404
17,11,2012,Saturday,11/17/2012,12,0.271268797
3,2,2012,Friday,2/3/2012,2,0.152303069
21,10,2011,Friday,10/21/2011,2,0.158563107
14,7,2012,Saturday,7/14/2012,6,0.206857839
12,12,2011,Monday,12/12/2011,6,0.248855263
3,9,2012,Monday,9/3/2012,10,0.279796796
5,8,2013,Monday,8/5/2013,0,0.288503588
7,8,2013,Wednesday,8/7/2013,6,0.260723695
19,9,2013,Thursday,9/19/2013,12,0.213855838
29,3,2013,Friday,3/29/2013,2,0.190214398
4,9,2012,Tuesday,9/4/2012,2,0.196992104
28,3,2013,Thursday,3/28/2013,10,0.258308734
23,7,2012,Monday,7/23/2012,8,0.438129802
8,8,2013,Thursday,8/8/2013,14,0.373947504
2,2,2012,Thursday,2/2/2012,10,0.230278732
26,3,2012,Monday,3/26/2012,6,0.277763806
11,5,2013,Saturday,5/11/2013,14,0.275463250
29,12,2013,Sunday,12/29/2013,16,0.288613222
30,11,2012,Friday,11/30/2012,2,0.175368916
29,2,2012,Wednesday,2/29/2012,0,0.297111798
25,11,2013,Monday,11/25/2013,22,0.256643347
9,2,2014,Sunday,2/9/2014,18,0.561727276
1,6,2012,Friday,6/1/2012,12,0.285504661
3,4,2013,Wednesday,4/3/2013,12,0.246579785
18,2,2013,Monday,2/18/2013,8,0.236759653
24,6,2013,Monday,6/24/2013,2,0.229469187
4,4,2013,Thursday,4/4/2013,4,0.151812868
8,1,2013,Tuesday,1/8/2013,8,0.310311141
3,11,2013,Sunday,11/3/2013,0,0.208648176
1,3,2013,Friday,3/1/2013,22,0.270996326
13,8,2012,Monday,8/13/2012,20,0.665285829
25,2,2012,Saturday,2/25/2012,20,0.406303738
20,12,2012,Thursday,12/20/2012,22,0.291089255
24,5,2013,Friday,5/24/2013,18,0.567252122
29,5,2012,Tuesday,5/29/2012,16,0.355755890
24,6,2012,Sunday,6/24/2012,18,0.779438953
20,1,2014,Monday,1/20/2014,6,0.233981481
25,12,2013,Wednesday,12/25/2013,4,0.165011152
4,11,2013,Monday,11/4/2013,8,0.238010978
21,1,2014,Tuesday,1/21/2014,14,0.280241228
30,3,2012,Friday,3/30/2012,18,0.408853437
11,5,2012,Friday,5/11/2012,16,0.277203981
1,1,2012,Sunday,1/1/2012,18,0.322285366
26,12,2013,Thursday,12/26/2013,12,0.290365281
24,11,2011,Thursday,11/24/2011,16,0.309035156
7,2,2013,Thursday,2/7/2013,20,0.391039917
30,9,2013,Monday,9/30/2013,16,0.258630724
4,9,2013,Wednesday,9/4/2013,18,0.420054966
29,11,2013,Friday,11/29/2013,2,0.173631522
2,5,2013,Thursday,5/2/2013,16,0.241019941
30,11,2013,Saturday,11/30/2013,10,0.277223828
8,9,2012,Saturday,9/8/2012,22,0.349228041
14,1,2012,Saturday,1/14/2012,22,0.227057870
11,1,2013,Friday,1/11/2013,20,0.652478846
12,6,2013,Wednesday,6/12/2013,22,0.469056283
17,10,2011,Monday,10/17/2011,22,0.276611111
27,10,2012,Saturday,10/27/2012,16,0.276088372
8,7,2013,Monday,7/8/2013,20,0.732315721
5,10,2012,Friday,10/5/2012,18,0.391458398
30,4,2012,Monday,4/30/2012,14,0.283873614
15,7,2013,Monday,7/15/2013,10,0.355169034
27,12,2011,Tuesday,12/27/2011,12,0.285382927
13,9,2012,Thursday,9/13/2012,8,0.299858224
7,11,2012,Wednesday,11/7/2012,14,0.268778305
30,8,2013,Friday,8/30/2013,12,0.219073480
21,4,2013,Sunday,4/21/2013,14,0.265949925
14,7,2013,Sunday,7/14/2013,2,0.248884565
11,10,2011,Tuesday,10/11/2011,0,0.07534375
11,3,2013,Monday,3/11/2013,0,0.203719085
22,5,2012,Tuesday,5/22/2012,14,0.251656175
6,6,2013,Thursday,6/6/2013,0,0.277567281
14,9,2012,Friday,9/14/2012,0,0.232170088
10,3,2013,Sunday,3/10/2013,8,0.272774910
19,12,2013,Thursday,12/19/2013,18,0.423588378
29,6,2012,Friday,6/29/2012,12,0.288276753
27,1,2013,Sunday,1/27/2013,10,0.310376104
3,6,2013,Monday,6/3/2013,4,0.191753676
2,6,2013,Sunday,6/2/2013,12,0.450983115
1,5,2012,Tuesday,5/1/2012,6,0.255297328
26,1,2014,Sunday,1/26/2014,16,0.271693088
23,5,2012,Wednesday,5/23/2012,6,0.303901981
6,8,2012,Monday,8/6/2012,10,0.297924168
10,12,2012,Monday,12/10/2012,0,0.170426861
12,10,2011,Wednesday,10/12/2011,8,0.234774194
30,11,2011,Wednesday,11/30/2011,6,0.245328125
7,6,2013,Friday,6/7/2013,8,0.363508391
8,4,2012,Sunday,4/8/2012,12,0.338949216
26,9,2012,Wednesday,9/26/2012,12,0.223579969
29,8,2013,Thursday,8/29/2013,4,0.169757534
21,1,2013,Monday,1/21/2013,2,0.166754675
7,10,2013,Monday,10/7/2013,14,0.263334369
9,4,2012,Monday,4/9/2012,4,0.172014800
25,9,2012,Tuesday,9/25/2012,4,0.146737785
1,12,2011,Thursday,12/1/2011,14,0.244334437
26,12,2011,Monday,12/26/2011,4,0.171419512
24,1,2012,Tuesday,1/24/2012,0,0.202863322
11,12,2012,Tuesday,12/11/2012,8,0.246115435
30,6,2012,Saturday,6/30/2012,4,0.189110496
23,1,2012,Monday,1/23/2012,8,0.230431095
6,11,2012,Tuesday,11/6/2012,6,0.238065083
5,12,2013,Thursday,12/5/2013,20,0.345788894
14,2,2012,Tuesday,2/14/2012,10,0.240980769
28,10,2013,Monday,10/28/2013,22,0.257611391
22,1,2013,Tuesday,1/22/2013,10,0.286284642
7,8,2012,Tuesday,8/7/2012,2,0.217762329
6,10,2013,Sunday,10/6/2013,6,0.172366670
22,4,2013,Monday,4/22/2013,6,0.191158380
28,1,2013,Monday,1/28/2013,2,0.180284547
15,2,2012,Wednesday,2/15/2012,2,0.161665447
15,1,2014,Wednesday,1/15/2014,20,0.529959113
25,9,2013,Wednesday,9/25/2013,2,0.160402644
11,7,2013,Thursday,7/11/2013,6,0.305479241
18,2,2012,Saturday,2/18/2012,6,0.221431126
18,8,2012,Saturday,8/18/2012,6,0.256195367
18,1,2013,Friday,1/18/2013,6,0.255212914
18,6,2012,Monday,6/18/2012,8,0.457745429
4,4,2012,Wednesday,4/4/2012,0,0.233825406
12,5,2012,Saturday,5/12/2012,2,0.193775379
26,5,2012,Saturday,5/26/2012,2,0.234518277
10,9,2012,Monday,9/10/2012,12,0.218323271
25,10,2012,Thursday,10/25/2012,10,0.212245300
13,5,2012,Sunday,5/13/2012,10,0.404511838
16,10,2011,Sunday,10/16/2011,4,0.124683824
5,4,2012,Thursday,4/5/2012,8,0.319945778
9,2,2013,Saturday,2/9/2013,14,0.454155477
3,9,2013,Tuesday,9/3/2013,0,0.214432960
10,7,2013,Wednesday,7/10/2013,14,0.341394112
25,4,2013,Thursday,4/25/2013,2,0.172521425
8,2,2013,Friday,2/8/2013,6,0.237978103
7,3,2013,Thursday,3/7/2013,12,0.241357152
6,3,2013,Wednesday,3/6/2013,4,0.167566881
19,8,2012,Sunday,8/19/2012,14,0.294138484
27,5,2012,Sunday,5/27/2012,10,0.399014038
26,10,2012,Friday,10/26/2012,2,0.153306712
18,6,2013,Tuesday,6/18/2013,12,0.268461194
19,2,2012,Sunday,2/19/2012,14,0.438327273
27,11,2011,Sunday,11/27/2011,2,0.159160156
7,1,2012,Saturday,1/7/2012,8,0.235864078
22,5,2013,Wednesday,5/22/2013,8,0.393668486
21,5,2013,Tuesday,5/21/2013,0,0.260102751
29,9,2012,Saturday,9/29/2012,8,0.237024835
9,9,2012,Sunday,9/9/2012,4,0.163816535
30,9,2012,Sunday,9/30/2012,0,0.210021023
2,12,2013,Monday,12/2/2013,16,0.288268788
15,10,2011,Saturday,10/15/2011,12,0.255735294
17,6,2012,Sunday,6/17/2012,0,0.337996364
26,4,2013,Friday,4/26/2013,10,0.252519147
17,1,2013,Thursday,1/17/2013,14,0.434831500
11,1,2012,Wednesday,1/11/2012,4,0.163861905
23,12,2012,Sunday,12/23/2012,4,0.174106526
12,1,2012,Thursday,1/12/2012,12,0.219823810
19,6,2013,Wednesday,6/19/2013,4,0.205028004
24,9,2013,Tuesday,9/24/2013,10,0.240333258
8,1,2012,Sunday,1/8/2012,0,0.216813107
24,12,2013,Tuesday,12/24/2013,22,0.304248103
22,12,2012,Saturday,12/22/2012,12,0.297209521
2,9,2013,Monday,9/2/2013,8,0.307564593
26,11,2011,Saturday,11/26/2011,10,0.273210937
10,11,2013,Sunday,11/10/2013,18,0.407787840
3,1,2014,Friday,1/3/2014,14,0.349831374
22,9,2013,Sunday,9/22/2013,18,0.396579619
10,10,2013,Thursday,10/10/2013,2,0.154922348
21,11,2013,Thursday,11/21/2013,0,0.184058558
13,10,2012,Saturday,10/13/2012,16,0.294553097
20,6,2013,Thursday,6/20/2013,20,0.681409329
25,10,2011,Tuesday,10/25/2011,20,0.402037815
8,12,2011,Thursday,12/8/2011,16,0.288234973
25,3,2013,Monday,3/25/2013,20,0.427485970
3,1,2013,Thursday,1/3/2013,22,0.283862568
1,8,2013,Thursday,8/1/2013,22,0.504121984
26,11,2012,Monday,11/26/2012,20,0.403083557
18,7,2012,Wednesday,7/18/2012,16,0.285710966
20,7,2012,Friday,7/20/2012,22,0.517035766
18,2,2014,Tuesday,2/18/2014,0,0.194348451
17,4,2012,Tuesday,4/17/2012,18,0.533913467
2,1,2014,Thursday,1/2/2014,6,0.208851383
17,2,2014,Monday,2/17/2014,8,0.244873158
31,8,2012,Friday,8/31/2012,20,0.550737081
15,2,2013,Friday,2/15/2013,22,0.277297627
20,11,2012,Tuesday,11/20/2012,18,0.361708703
11,10,2013,Friday,10/11/2013,10,0.224988773
6,6,2012,Wednesday,6/6/2012,18,0.738870356
14,2,2014,Friday,2/14/2014,12,0.240868835
16,11,2011,Wednesday,11/16/2011,18,0.369933594
11,8,2013,Sunday,8/11/2013,16,0.299281446
22,3,2012,Thursday,3/22/2012,16,0.327191229
22,11,2013,Friday,11/22/2013,8,0.261169155
7,2,2012,Tuesday,2/7/2012,20,0.404570158
13,2,2014,Thursday,2/13/2014,4,0.184547518
4,3,2012,Sunday,3/4/2012,22,0.378498485
8,4,2013,Monday,4/8/2013,18,0.416920676
16,5,2013,Thursday,5/16/2013,16,0.265668024
13,2,2013,Wednesday,2/13/2013,6,0.244658509
8,6,2012,Friday,6/8/2012,2,0.234304070
16,7,2012,Monday,7/16/2012,0,0.310258746
15,7,2012,Sunday,7/15/2012,8,0.355114405
23,6,2013,Sunday,6/23/2013,12,0.447594535
12,2,2013,Tuesday,2/12/2013,14,0.229003112
18,5,2013,Saturday,5/18/2013,0,0.266327143
5,4,2013,Friday,4/5/2013,10,0.231393425
27,3,2013,Wednesday,3/27/2013,4,0.177302777
6,4,2013,Saturday,4/6/2013,2,0.154600400
12,10,2013,Saturday,10/12/2013,18,0.380127278
28,10,2011,Friday,10/28/2011,12,0.245281513
31,7,2013,Wednesday,7/31/2013,14,0.256676340
14,11,2011,Monday,11/14/2011,2,0.166257812
9,2,2012,Thursday,2/9/2012,4,0.161989443
16,2,2014,Sunday,2/16/2014,16,0.392076560
27,10,2011,Thursday,10/27/2011,4,0.180869748
11,2,2014,Tuesday,2/11/2014,20,0.439992347
24,11,2012,Saturday,11/24/2012,4,0.144992715
15,4,2012,Sunday,4/15/2012,2,0.195503998
4,1,2014,Saturday,1/4/2014,22,0.308924275
20,9,2013,Friday,9/20/2013,2,0.163986938
22,6,2013,Saturday,6/22/2013,4,0.223245559
11,10,2012,Thursday,10/11/2012,0,0.174274927
17,5,2013,Friday,5/17/2013,8,0.356853235
10,12,2011,Saturday,12/10/2011,0,0.191240541
14,8,2013,Wednesday,8/14/2013,8,0.403717108
26,3,2013,Tuesday,3/26/2013,12,0.269125150
14,4,2012,Saturday,4/14/2012,10,0.314572540
30,7,2013,Tuesday,7/30/2013,6,0.286154444
6,1,2013,Sunday,1/6/2013,14,0.448556071
25,11,2012,Sunday,11/25/2012,12,0.408275294
22,11,2012,Thursday,11/22/2012,2,0.150907672
28,8,2012,Tuesday,8/28/2012,12,0.233231101
23,3,2012,Friday,3/23/2012,8,0.280399218
24,3,2012,Saturday,3/24/2012,0,0.209157445
22,7,2012,Sunday,7/22/2012,6,0.237751322
1,3,2012,Thursday,3/1/2012,14,0.404256026
21,7,2012,Saturday,7/21/2012,14,0.399215954
8,2,2012,Wednesday,2/8/2012,12,0.239127045
7,6,2012,Thursday,6/7/2012,10,0.354665268
29,8,2012,Wednesday,8/29/2012,4,0.183111202
